id,title,description_html,description_text,updated_time,created_time,is_top,is_pinned,workspace_id,source_category_id,category_set,tag_set,tag_names,link
4217,토스뱅크 모임카드 각인명은 누구나 정할 수 있나요?,"<p>모임카드의 각인명은 모임장만 설정할 수 있어요.<br>최대 16byte(한글 최대 8자, 영문 16자)까지 입력 가능하며, 이모티콘 및 일부 특수문자의 입력은 제한될 수 있어요.&nbsp;</p>","모임카드의 각인명은 모임장만 설정할 수 있어요. 최대 16byte(한글 최대 8자, 영문 16자)까지 입력 가능하며, 이모티콘 및 일부 특수문자의 입력은 제한될 수 있어요.",2026-04-01T13:54:56,2023-02-01T09:30:38,False,False,5,7,[7],"[123, 811]","[""토스뱅크"", ""모임카드""]",
5037,카드를 추가하거나 삭제하고 싶어요.,"<p>카드값 줄이기 서비스 &gt; 홈 &gt; 상단 설정 &gt; 카드 추가/삭제하기 메뉴에서 카드를 추가하거나 삭제할 수 있어요.</p><p><img src=""https://static.toss.im/faq/live/a121ac15-1b22-46bd-9985-1067a2e6ad91/blob"" style=""width: 300px;"" class=""fr-fic fr-fil fr-dib""></p>",카드값 줄이기 서비스 > 홈 > 상단 설정 > 카드 추가/삭제하기 메뉴에서 카드를 추가하거나 삭제할 수 있어요.,2026-04-01T13:53:01,2023-09-18T13:03:31,False,False,1,7,[7],[1845],"[""이번 달 카드값 줄이기""]",servicetoss://customer-service-center/faq/detail?faqId=5037
5457,카드 알림 받기는 어떤 서비스인가요?,"<p>카드사에서 보내는 본인 명의의 카드 승인/승인 취소 알림을 토스 앱 알림으로 보내드리는 무료 서비스예요.</p><p><br></p><p><strong>[신청/해지 경로]</strong></p><ul><li>'전체' → '설정' → '알림' → '카드알림'</li></ul><p><br></p><p><strong>[유의사항]</strong></p><ul><li>카드사 자체 승인 알림 서비스를 이용 중인 경우, 해당 카드사의 승인 알림 서비스는 자동 해지 또는 중지돼요.</li></ul>","카드사에서 보내는 본인 명의의 카드 승인/승인 취소 알림을 토스 앱 알림으로 보내드리는 무료 서비스예요. [신청/해지 경로] '전체' → '설정' → '알림' → '카드알림' [유의사항] 카드사 자체 승인 알림 서비스를 이용 중인 경우, 해당 카드사의 승인 알림 서비스는 자동 해지 또는 중지돼요.",2026-04-01T13:46:03,2023-12-08T19:06:25,False,False,1,7,[7],[1945],"[""카드알림""]",servicetoss://customer-service-center/faq/detail?faqId=5457
5371,한도 높은 신용카드 찾기는 어떤 서비스인가요?,"<p>한도 높은 신용카드 찾기 서비스는 카드를 실제로 신청하기 전에 카드 발급 가능 여부와 카드 최대 이용 한도를 조회할 수 있는 서비스로, 만 19세 이상만 이용할 수 있어요.</p><p><br></p><ol><li>토스와 제휴된 카드사들의 심사 기준에 따라 가심사가 진행되고, 카드를 추천 받을 수 있어요.</li><li>조회 시점이나, 카드사의 심사 기준(신용점수, 금융활동 이력)에 따라 신용카드 발급 가능 여부 및 한도가 달라질 수 있어요.</li><li>심사를 신청하면, 신용카드 발급 및 한도 조회를 위해 신용조회가 이루어지기에 신용조회 알림을 여러 개 받을 수 있어요.<br>(신용카드 발급 및 한도 조회의 목적으로만 조회되기에 여러 개의 알림을 받아도 실제로 이뤄지는 신용조회는 1건이기에 안심하셔도 괜찮아요.)</li></ol><p><br></p><p><strong>&nbsp; &nbsp; &nbsp; &nbsp; 조회 가능한 카드사는 아래와 같아요.</strong></p><ul><li>우리카드, 하나카드, KB국민카드, 롯데카드, 현대카드</li></ul><p><strong>&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</strong></p><p><strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;앱 경로&nbsp;</strong></p><ul><li>&nbsp;[전체] → ‘카드’ 카테고리 - 만들 수 있는 신용카드 한도 보기</li></ul><p><br></p><p><strong>&nbsp; &nbsp; &nbsp; &nbsp; 발급 과정&nbsp;</strong></p><ul><li>만들 수 있는 신용카드 한도 보기 '다음' 버튼 → 동의하고 시작하기 → 주민등록번호 뒷자리 입력 → 생체인증 혹은 비밀번호 입력 → 결과 조회 끝 → 실제 신청 (각각의 카드사 페이지로 이동 후 진행이 필요해요.)</li></ul><p><br></p><p><strong>※ 카드 발급이나 한도 심사 등은 해당 카드사에서 직접 진행하고 있다 보니 관련해서 문의가 필요할 시 각 카드사로 문의가 필요해요.</strong></p>","한도 높은 신용카드 찾기 서비스는 카드를 실제로 신청하기 전에 카드 발급 가능 여부와 카드 최대 이용 한도를 조회할 수 있는 서비스로, 만 19세 이상만 이용할 수 있어요. 토스와 제휴된 카드사들의 심사 기준에 따라 가심사가 진행되고, 카드를 추천 받을 수 있어요. 조회 시점이나, 카드사의 심사 기준(신용점수, 금융활동 이력)에 따라 신용카드 발급 가능 여부 및 한도가 달라질 수 있어요. 심사를 신청하면, 신용카드 발급 및 한도 조회를 위해 신용조회가 이루어지기에 신용조회 알림을 여러 개 받을 수 있어요. (신용카드 발급 및 한도 조회의 목적으로만 조회되기에 여러 개의 알림을 받아도 실제로 이뤄지는 신용조회는 1건이기에 안심하셔도 괜찮아요.) 조회 가능한 카드사는 아래와 같아요. 우리카드, 하나카드, KB국민카드, 롯데카드, 현대카드 앱 경로 [전체] → ‘카드’ 카테고리 - 만들 수 있는 신용카드 한도 보기 발급 과정 만들 수 있는 신용카드 한도 보기 '다음' 버튼 → 동의하고 시작하기 → 주민등록번호 뒷자리 입력 → 생체인증 혹은 비밀번호 입력 → 결과 조회 끝 → 실제 신청 (각각의 카드사 페이지로 이동 후 진행이 필요해요.) ※ 카드 발급이나 한도 심사 등은 해당 카드사에서 직접 진행하고 있다 보니 관련해서 문의가 필요할 시 각 카드사로 문의가 필요해요.",2026-04-01T13:36:10,2023-11-15T18:16:40,False,False,1,7,[7],[35],"[""카드""]",servicetoss://customer-service-center/faq/detail?faqId=5371
19469,연말정산 신청했는데 홈택스에서 유스카드 내역이 확인되지 않아요.,"<p><strong>홈택스에서 유스카드 연말정산 신청 내역</strong>이 확인 되지 않는 경우,&nbsp;</p><p>부양가족 등록 여부, 올바른 주민등록번호 등록 여부에 따라 방법이 달라져요.</p><p><br></p><p><strong>[국세청 홈택스에 자녀가 부양가족으로 등록되어 있지 않은 경우]</strong></p><p>자녀가 홈택스에 부양가족으로 등록되지 않았다면, 홈택스에서 조회가 되지 않을 수 있어요.</p><ul class=""p-rich_text_list p-rich_text_list__bullet p-rich_text_list--nested"" data-border=""0"" data-indent=""0"" data-list-tree=""true"" data-stringify-type=""unordered-list""><li data-stringify-border=""0"" data-stringify-indent=""0"">등록 방법 : '국세청 홈택스' → 로그인(토스인증서 가능) → '연말정산 간소화' → '부양가족 자료제공 동의 현황 조회' → '자료제공 동의 신청' → '미성년자 자녀 신청' → 정보 입력 후 '신청하기'</li><li data-stringify-border=""0"" data-stringify-indent=""0"">확인 방법 : '국세청 홈택스' → 로그인(토스인증서 가능) → '연말정산 간소화' → '소득공제 자료 조회' → '직불카드 등'</li></ul><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ※ 토스에 등록된 법정대리인이 아니어도 소득공제를 신청할 수 있어요.<br>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ※ 이외 부양가족 등록 관련 도움이 필요하신 경우, 국세청 고객센터(국번 없이 126)로 문의해주세요.</p><p><br></p><p><strong>[앱 내 소득공제 신청 내역에 자녀의 주민등록번호가 정확하게 입력되어 있지 않은 경우]</strong></p><p>자녀의 앱 내에서 신청한 주민등록번호를 확인해주세요.</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ※ 현재 기준 미성년자의 주민등록번호 뒷 한 자리의 경우, <strong>남자는 3, 여자는 4로 시작해요.</strong></p><ul class=""p-rich_text_list p-rich_text_list__bullet p-rich_text_list--nested"" data-border=""0"" data-indent=""0"" data-list-tree=""true"" data-stringify-type=""unordered-list""><li data-stringify-border=""0"" data-stringify-indent=""0"">확인 경로 : 자녀의 토스 앱 → '전체' → '토스유스카드' → '설정' → '토스유스카드 소득공제 신청하기' → 'N년 소득공제 자료 받으러 가기'</li><li data-stringify-border=""0"" data-stringify-indent=""0""><a href=""https://toss.im/_m/XJWRvN1"" rel=""noopener noreferrer"" target=""_blank"">확인화면 바로가기</a> (자녀 앱에서만 실행 가능) → 'N년 소득공제 자료 받으러 가기'</li></ul><p><br></p><p>만약, 주민등록번호가 명확하게 입력되지 않은 상태라면, 토스 앱 내에서 신청을 취소하고 다시 소득공제 신청이 필요해요.<br>단, 이 경우 신청한 해의 자료는 반영이 되지만, 전 해의 자료는 주민등록번호가 달라 홈택스로 명확하게 전달이 되지 않을 수 있어요.</p><ul class=""p-rich_text_list p-rich_text_list__bullet p-rich_text_list--nested"" data-border=""0"" data-indent=""1"" data-list-tree=""true"" data-stringify-type=""unordered-list""><li data-stringify-border=""0"" data-stringify-indent=""1"">ex) 24년 토스 앱에서 소득공제 신청 → 주민등록번호 오입력 → 25년 토스 앱에서 취소 후 재신청 → 24년 연말정산 자료는 다운로드 후 회사로 별도 전달 필요</li><li data-stringify-border=""0"" data-stringify-indent=""1"">(25년 자료는 이후 다음 연말정산 시 자동 반영)</li></ul><p><strong>따라서 이 경우는, 신청 화면에서 자료 받기 버튼을 통해 자료를 다운로드 후, 회사에 별도로 제출해주세요.</strong></p><ul class=""p-rich_text_list p-rich_text_list__bullet p-rich_text_list--nested"" data-border=""0"" data-indent=""0"" data-list-tree=""true"" data-stringify-type=""unordered-list""><li data-stringify-border=""0"" data-stringify-indent=""0""><a href=""https://toss.im/_m/XJWRvN1"" rel=""noopener noreferrer"" target=""_blank"">신청화면 바로가기</a> (자녀 앱에서만 실행 가능) → 'N년 소득공제 자료 받으러 가기'</li><li data-stringify-border=""0"" data-stringify-indent=""0"">토스에 등록된 법정대리인인 경우 : 법정대리인의 '홈' 화면 → 용돈 탭 &nbsp;'자녀 이름' &nbsp;→ &nbsp;오른쪽 위 '관리' → '000님의 유스카드 소득공제 자료 받기'</li></ul><p><br></p><p><br></p><p><strong>※ 법정대리인임에도, 홈 화면에 자녀 이름이 보이지 않는다면, 자녀 앱을 통해 자료 확인 후 다운로드 해주세요.</strong></p><p><br></p><p><strong>※ 유스카드 교통 사용내역은 소득공제 신청일부터 적용돼요.</strong></p><ul><li data-stringify-border=""1"" data-stringify-indent=""0"">ex) 24년도에 교통카드를 사용했으나, 소득공제 신청을 12월에 했다면,&nbsp;교통카드사의 정책에 따라 이전 사용분은 반영되지 않아요.</li></ul><p>따라서, 홈택스 내 교통카드 이용내역이 보이지 않으면 유스카드 뒷면에 기재된 교통카드사 로고를 확인하여 문의 후, 자료를 받아 회사로 제출해주세요.</p><ul><li>티머니 고객센터 : 1644-0088 (유스카드 뒷면 T 로고)</li><li>레일플러스 고객센터 : 1588-7788 (유스카드 뒷면 Rail+ 로고)</li></ul>","홈택스에서 유스카드 연말정산 신청 내역 이 확인 되지 않는 경우, 부양가족 등록 여부, 올바른 주민등록번호 등록 여부에 따라 방법이 달라져요. [국세청 홈택스에 자녀가 부양가족으로 등록되어 있지 않은 경우] 자녀가 홈택스에 부양가족으로 등록되지 않았다면, 홈택스에서 조회가 되지 않을 수 있어요. 등록 방법 : '국세청 홈택스' → 로그인(토스인증서 가능) → '연말정산 간소화' → '부양가족 자료제공 동의 현황 조회' → '자료제공 동의 신청' → '미성년자 자녀 신청' → 정보 입력 후 '신청하기' 확인 방법 : '국세청 홈택스' → 로그인(토스인증서 가능) → '연말정산 간소화' → '소득공제 자료 조회' → '직불카드 등' ※ 토스에 등록된 법정대리인이 아니어도 소득공제를 신청할 수 있어요. ※ 이외 부양가족 등록 관련 도움이 필요하신 경우, 국세청 고객센터(국번 없이 126)로 문의해주세요. [앱 내 소득공제 신청 내역에 자녀의 주민등록번호가 정확하게 입력되어 있지 않은 경우] 자녀의 앱 내에서 신청한 주민등록번호를 확인해주세요. ※ 현재 기준 미성년자의 주민등록번호 뒷 한 자리의 경우, 남자는 3, 여자는 4로 시작해요. 확인 경로 : 자녀의 토스 앱 → '전체' → '토스유스카드' → '설정' → '토스유스카드 소득공제 신청하기' → 'N년 소득공제 자료 받으러 가기' 확인화면 바로가기 (자녀 앱에서만 실행 가능) → 'N년 소득공제 자료 받으러 가기' 만약, 주민등록번호가 명확하게 입력되지 않은 상태라면, 토스 앱 내에서 신청을 취소하고 다시 소득공제 신청이 필요해요. 단, 이 경우 신청한 해의 자료는 반영이 되지만, 전 해의 자료는 주민등록번호가 달라 홈택스로 명확하게 전달이 되지 않을 수 있어요. ex) 24년 토스 앱에서 소득공제 신청 → 주민등록번호 오입력 → 25년 토스 앱에서 취소 후 재신청 → 24년 연말정산 자료는 다운로드 후 회사로 별도 전달 필요 (25년 자료는 이후 다음 연말정산 시 자동 반영) 따라서 이 경우는, 신청 화면에서 자료 받기 버튼을 통해 자료를 다운로드 후, 회사에 별도로 제출해주세요. 신청화면 바로가기 (자녀 앱에서만 실행 가능) → 'N년 소득공제 자료 받으러 가기' 토스에 등록된 법정대리인인 경우 : 법정대리인의 '홈' 화면 → 용돈 탭 '자녀 이름' → 오른쪽 위 '관리' → '000님의 유스카드 소득공제 자료 받기' ※ 법정대리인임에도, 홈 화면에 자녀 이름이 보이지 않는다면, 자녀 앱을 통해 자료 확인 후 다운로드 해주세요. ※ 유스카드 교통 사용내역은 소득공제 신청일부터 적용돼요. ex) 24년도에 교통카드를 사용했으나, 소득공제 신청을 12월에 했다면, 교통카드사의 정책에 따라 이전 사용분은 반영되지 않아요. 따라서, 홈택스 내 교통카드 이용내역이 보이지 않으면 유스카드 뒷면에 기재된 교통카드사 로고를 확인하여 문의 후, 자료를 받아 회사로 제출해주세요. 티머니 고객센터 : 1644-0088 (유스카드 뒷면 T 로고) 레일플러스 고객센터 : 1588-7788 (유스카드 뒷면 Rail+ 로고)",2026-04-01T13:25:43,2025-01-17T12:52:02,False,False,1,7,"[237, 7]","[1847, 271]","[""유스서비스"", ""토스유스카드""]",servicetoss://customer-service-center/faq/detail?faqId=19469
4243,토스뱅크 모임카드 비밀번호를 5회 넘게 틀렸어요.,<p>모임카드 비밀번호 변경은 아래의 경로에 따라 진행해주세요.<br><br><strong>앱 경로<br></strong>오른쪽 아래 '전체' → '토스뱅크' → '모임카드' → 오른쪽 위 '관리'(톱니바퀴) - 카드 비밀번호 변경<br><br>비밀번호 초기화를 위해서는 신분증이 필요해요.</p>,모임카드 비밀번호 변경은 아래의 경로에 따라 진행해주세요. 앱 경로 오른쪽 아래 '전체' → '토스뱅크' → '모임카드' → 오른쪽 위 '관리'(톱니바퀴) - 카드 비밀번호 변경 비밀번호 초기화를 위해서는 신분증이 필요해요.,2026-04-01T13:20:48,2023-02-01T09:37:59,False,False,5,7,[7],"[123, 811]","[""토스뱅크"", ""모임카드""]",
19803,[국내] 토스뱅크 체크카드 온라인 캐시백이 궁금해요.,"<p>온라인 캐시백은 7개 영역에서 특정 브랜드 일 1회 (네이버페이/토스페이, 온라인 쇼핑, 배달, 게임/앱스토어, 웹툰/웹소설, 구독/멤버십, 여행/숙박)캐시백 받을 수 있어요.&nbsp;</p><p><strong>캐시백은 최소 1만원 이상 결제 시 캐시백 500원 제공되며, 7가지 영역에서 월 2,000원씩 총 14,000원 캐시백을 지급 해드려요.</strong><br><br>간편결제(페이) 캐시백의 유의사항은 아래와 같아요.(자세한 사항은 앱을 통해 확인해주세요.)</p><p>■ 프로모션 기간: 2025.09.01(월) ~ 2026.03.31(화) (6개월간)<br>■ 대상 : 12세 이상 토스뱅크 체크카드 보유자</p><p>▶ &nbsp;<a href=""https://toss.im/_m/xCRL1fC"" rel=""noopener noreferrer"" target=""_blank"">온라인 캐시백 자세히 보기</a></p><p><br></p><p><img src=""https://static.toss.im/faq/live/0b549c17-196d-47a2-ba0c-e40e5e1e54f9/blob"" style=""width: 300px;"" class=""fr-fic fr-fil fr-dib""></p><p><br></p>","온라인 캐시백은 7개 영역에서 특정 브랜드 일 1회 (네이버페이/토스페이, 온라인 쇼핑, 배달, 게임/앱스토어, 웹툰/웹소설, 구독/멤버십, 여행/숙박)캐시백 받을 수 있어요. 캐시백은 최소 1만원 이상 결제 시 캐시백 500원 제공되며, 7가지 영역에서 월 2,000원씩 총 14,000원 캐시백을 지급 해드려요. 간편결제(페이) 캐시백의 유의사항은 아래와 같아요.(자세한 사항은 앱을 통해 확인해주세요.) ■ 프로모션 기간: 2025.09.01(월) ~ 2026.03.31(화) (6개월간) ■ 대상 : 12세 이상 토스뱅크 체크카드 보유자 ▶ 온라인 캐시백 자세히 보기",2026-04-01T13:12:55,2025-02-28T10:21:53,False,False,5,7,[7],[129],"[""토스뱅크카드""]",
5259,"토스뱅크카드, 모임카드로 국세나 지방세 납부가 가능한가요?","<p>토스뱅크 체크카드, 모임카드는 국세, 지방세, 관세 납부가 가능해요.</p><p>그 외에도, 교통 범칙금, 과태료, 법원 인지대, 송달료, 4대 보험료 등도 결제할 수 있어요.</p><p><br></p><p>※유의사항</p><p>세금, 결제처, 방식에 따라 이용, 납부수수료가 발생할 수 있어요. 결제 전 꼭 확인해 주세요.</p>","토스뱅크 체크카드, 모임카드는 국세, 지방세, 관세 납부가 가능해요. 그 외에도, 교통 범칙금, 과태료, 법원 인지대, 송달료, 4대 보험료 등도 결제할 수 있어요. ※유의사항 세금, 결제처, 방식에 따라 이용, 납부수수료가 발생할 수 있어요. 결제 전 꼭 확인해 주세요.",2026-04-01T13:10:34,2023-11-02T09:13:57,False,False,5,7,[7],"[129, 123]","[""토스뱅크카드"", ""토스뱅크""]",
4265,"인터넷/모바일 쇼핑을 통해 결제하려고 하는데 토스뱅크 체크카드, 모임카드를 어떻게 선택할 수 있나요?","<p>토스뱅크 체크카드, 모임카드로 온라인 결제 시, 결제 페이지에 토스뱅크가 보일 경우, 토스뱅크를 선택해 주세요.<br><br>만약, 토스뱅크가 보이지 않을 경우, 하나카드 선택 후 '토스뱅크 결제하기' 버튼을 눌러주시면 토스뱅크를 통한 간편결제를 할 수 있어요. </p>","토스뱅크 체크카드, 모임카드로 온라인 결제 시, 결제 페이지에 토스뱅크가 보일 경우, 토스뱅크를 선택해 주세요. 만약, 토스뱅크가 보이지 않을 경우, 하나카드 선택 후 '토스뱅크 결제하기' 버튼을 눌러주시면 토스뱅크를 통한 간편결제를 할 수 있어요.",2026-04-01T13:09:53,2023-02-01T09:55:41,False,False,5,7,[7],"[129, 123, 811, 92]","[""토스뱅크카드"", ""토스뱅크"", ""모임카드"", ""카드결제""]",
5591,카드 알림 받기 서비스를 통해 모르는 결제 알림을 받았어요.,"<p>카드 알림 받기 서비스는 카드사에서 보내는 본인 명의의 카드 승인/승인 취소 알림을 토스 앱 알림으로 보내드리는 무료 서비스예요.</p><p>카드사에서 전달한 승인/승인 취소 알림을 그대로 보내드리고 있어, <strong>승인/승인 취소 내역에 관한 상세한 문의는 해당 카드사로 문의</strong> 부탁드려요.</p><p><br></p><p><strong>[제휴 카드사 고객센터]</strong></p><p>비씨카드 : 1588-4000 &nbsp; &nbsp;&nbsp;</p><p>우리카드 : 1588-9955 &nbsp; &nbsp;&nbsp;</p><p>롯데카드 : 1588-8100 &nbsp; &nbsp;&nbsp;</p><p>KB국민카드 : 1588-1688&nbsp;</p><p>하나카드 : 1800-1111 </p>","카드 알림 받기 서비스는 카드사에서 보내는 본인 명의의 카드 승인/승인 취소 알림을 토스 앱 알림으로 보내드리는 무료 서비스예요. 카드사에서 전달한 승인/승인 취소 알림을 그대로 보내드리고 있어, 승인/승인 취소 내역에 관한 상세한 문의는 해당 카드사로 문의 부탁드려요. [제휴 카드사 고객센터] 비씨카드 : 1588-4000 우리카드 : 1588-9955 롯데카드 : 1588-8100 KB국민카드 : 1588-1688 하나카드 : 1800-1111",2026-04-01T13:06:19,2024-02-20T12:03:23,False,False,1,7,[7],[1945],"[""카드알림""]",servicetoss://customer-service-center/faq/detail?faqId=5591
5321,토스뱅크카드를 해지하고 싶은데 교통요금은 어떻게 처리해야 하나요?,"<p>토스뱅크 체크카드 해지를 신청하실 때 아직 납부하지 않은 후불교통 사용금액이 남아있다면 해당 카드와 연결된 토스뱅크 통장에서 금액이 즉시 빠져나간 다음에 해지돼요.<br>만약, 해지 이후 반영된 후불교통 사용금액이 있는 경우 다음 달 10일에 토스뱅크 통장에서 출금되고 있어요.<br><br>연결된 토스뱅크 통장에 잔액이 부족하면 카드 해지가 진행되지 않으니 참고 해주세요.</p>","토스뱅크 체크카드 해지를 신청하실 때 아직 납부하지 않은 후불교통 사용금액이 남아있다면 해당 카드와 연결된 토스뱅크 통장에서 금액이 즉시 빠져나간 다음에 해지돼요. 만약, 해지 이후 반영된 후불교통 사용금액이 있는 경우 다음 달 10일에 토스뱅크 통장에서 출금되고 있어요. 연결된 토스뱅크 통장에 잔액이 부족하면 카드 해지가 진행되지 않으니 참고 해주세요.",2026-04-01T13:04:00,2023-11-02T09:38:58,False,False,5,7,[7],"[129, 131, 123]","[""토스뱅크카드"", ""교통카드"", ""토스뱅크""]",
5279,토스뱅크카드의 캐시백은 언제 지급되나요?,"<p>토스뱅크 체크카드의 캐시백은 결제 후 계좌에서 금액이 출금되는 즉시 지급되고 있어요.<br><br>단, 후불 교통카드(대중교통 캐시백)의 경우 카드사에 접수되기까지 1~5일 소요되기 때문에, 후불 교통카드 이용일이 아닌 접수일 오후 6시에 입금해 드려요.<br>여행 관련(숙박, 항공, 호텔 등) 업종 해외 결제 또는 무인 주유소 결제 건의 경우, 출금 또는 매입되는 시점에 캐시백이 지급돼요.</p>","토스뱅크 체크카드의 캐시백은 결제 후 계좌에서 금액이 출금되는 즉시 지급되고 있어요. 단, 후불 교통카드(대중교통 캐시백)의 경우 카드사에 접수되기까지 1~5일 소요되기 때문에, 후불 교통카드 이용일이 아닌 접수일 오후 6시에 입금해 드려요. 여행 관련(숙박, 항공, 호텔 등) 업종 해외 결제 또는 무인 주유소 결제 건의 경우, 출금 또는 매입되는 시점에 캐시백이 지급돼요.",2026-04-01T12:55:50,2023-11-02T09:21:59,False,False,5,7,[7],"[123, 129]","[""토스뱅크"", ""토스뱅크카드""]",
5039,토스신용카드와 토스뱅크카드도 추가하고 싶어요.,"<p>카드값 줄이기 서비스 &gt; 홈 &gt; 상단 설정 &gt; 카드 추가/삭제하기 메뉴에서 카드를 추가하거나 삭제할 수 있어요.</p><p><img src=""https://static.toss.im/faq/live/b034a5ab-bc11-4b38-a558-fc4b1ee50a7b/blob"" style=""width: 300px;"" class=""fr-fic fr-fil fr-dib""></p><p><br></p>",카드값 줄이기 서비스 > 홈 > 상단 설정 > 카드 추가/삭제하기 메뉴에서 카드를 추가하거나 삭제할 수 있어요.,2026-04-01T12:53:47,2023-09-18T13:03:58,False,False,1,7,[7],[1845],"[""이번 달 카드값 줄이기""]",servicetoss://customer-service-center/faq/detail?faqId=5039
19785,토스뱅크 모임카드의 각종 증명서는 어떻게 발급받을 수 있나요?,"<p>토스뱅크 모임카드의 각종 증명서는 토스 앱을 통해 발급받을 수 있어요.</p><p><br></p><p>증명서 종류</p><ul><li>카드 국내 이용내역 확인서</li><li>카드 국내 이용내역 확인서(부가세신고용)(엑셀 가능)</li><li>카드 사용자 확인서</li><li>카드 연체완납 확인서</li><li>매출전표</li><li>연말정산 소득공제내역(체크카드)</li></ul><p><br></p><p><strong>앱 경로</strong></p><p>토스 앱 → 토스뱅크 → 카드탭 내 '모임 카드로 쓴 금액' → 오른쪽 상단 '관리' → '증명서 발급하기'</p><p><br></p><p>※유의사항</p><ul><li>증명서는 PDF, FAX, 이메일 등으로 발급받을 수 있어요.</li><li>증명서를 잘못 보냈을 경우 토스뱅크 고객센터로 연락해 주세요.</li><li>휴대폰 사용이 어려울 때에는 24시간 운영 중인 토스뱅크 고객센터를 통해서도 발급받을 수 있어요.</li></ul>","토스뱅크 모임카드의 각종 증명서는 토스 앱을 통해 발급받을 수 있어요. 증명서 종류 카드 국내 이용내역 확인서 카드 국내 이용내역 확인서(부가세신고용)(엑셀 가능) 카드 사용자 확인서 카드 연체완납 확인서 매출전표 연말정산 소득공제내역(체크카드) 앱 경로 토스 앱 → 토스뱅크 → 카드탭 내 '모임 카드로 쓴 금액' → 오른쪽 상단 '관리' → '증명서 발급하기' ※유의사항 증명서는 PDF, FAX, 이메일 등으로 발급받을 수 있어요. 증명서를 잘못 보냈을 경우 토스뱅크 고객센터로 연락해 주세요. 휴대폰 사용이 어려울 때에는 24시간 운영 중인 토스뱅크 고객센터를 통해서도 발급받을 수 있어요.",2026-04-01T12:38:08,2025-02-24T09:19:43,False,False,5,7,[7],"[491, 123, 811]","[""증명서"", ""토스뱅크"", ""모임카드""]",
4231,토스뱅크 모임카드 한도변경은 가능한가요?,<p>현재 결제 한도 변경은 불가능해요. </p>,현재 결제 한도 변경은 불가능해요.,2026-04-01T12:32:40,2023-02-01T09:34:54,False,False,5,7,[7],"[123, 811]","[""토스뱅크"", ""모임카드""]",
5297,[해외] 토스뱅크카드 해외결제를 위한 영문주소는 어떻게 등록하나요?,"<p>토스뱅크 체크카드는 해외직구용 영문주소를 토스뱅크에 별도로 등록하지 않아도 해외 결제가 가능해요.<br><br>다만, 주문페이지에서 주소를 입력할 때 우편번호(Postal code)를 꼭 채워주세요.</p>","토스뱅크 체크카드는 해외직구용 영문주소를 토스뱅크에 별도로 등록하지 않아도 해외 결제가 가능해요. 다만, 주문페이지에서 주소를 입력할 때 우편번호(Postal code)를 꼭 채워주세요.",2026-04-01T12:15:40,2023-11-02T09:29:02,False,False,5,7,[7],"[129, 179, 123]","[""토스뱅크카드"", ""해외이용"", ""토스뱅크""]",
286,토스신용카드 발급했는데 못 받아서 반송됐어요. 어떻게 하나요?,<p>토스신용카드는 하나카드와 함께 운영하고 있어요.&nbsp;</p><p>하나카드 고객센터로 연락해주세요.&nbsp;</p><ul><li><strong>하나카드 고객센터</strong> : 1800-4970 (평일 09:00 ~ 18:00)&nbsp;</li></ul>,토스신용카드는 하나카드와 함께 운영하고 있어요. 하나카드 고객센터로 연락해주세요. 하나카드 고객센터 : 1800-4970 (평일 09:00 ~ 18:00),2026-04-01T11:55:50,2021-05-25T21:51:08,False,False,1,7,[7],[91],"[""토스신용카드""]",servicetoss://customer-service-center/faq/detail?faqId=286
